test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
8val,q50,It is important that we work as a united world to combat climate change.,v10,SA,SA,SA,SA,SA,SA,SA
8val,q51,Society was better many years ago than it is now.,v10,D,N,SD,D,D,N,A
8val,q52,It is important that we maintain the traditions of our past.,v10,A,A,A,A,A,N,A
8val,q53,"It is important that we think in the long term, beyond our lifespans.",v10,SA,SA,SA,SA,SA,A,A
8val,q54,Reason is more important than maintaining our culture.,v10,A,A,SA,D,N,N,D
8val,q55,Drug use should be legalized or decriminalized.,v10,A,A,A,A,A,N,D
8val,q56,Same-sex marriage should be legal.,v10,SA,SA,SA,SA,SA,A,A
8val,q57,No cultures are superior to others.,v10,SD,SA,SD,SA,A,A,A
8val,q58,Sex outside marriage is immoral.,v10,SD,D,D,N,D,N,D
8val,q59,"If we accept migrants at all, it is important that they assimilate into our culture.",v10,A,A,SA,A,A,N,A
8val,q60,Abortion should be prohibited in most or all cases.,v10,SD,D,D,SD,SD,N,D
8val,q61,Gun ownership should be prohibited for those without a valid reason.,v10,A,A,SD,A,A,N,A
8val,q62,"I support single-payer, universal healthcare.",v10,SA,SA,D,SA,SA,N,A
8val,q63,Prostitution should be illegal.,v10,A,D,SD,D,D,N,D
8val,q64,Maintaining family values is essential.,v10,SA,SA,SA,SA,SA,N,A
8val,q65,To chase progress at all costs is dangerous.,v10,SA,SA,SA,A,A,A,A
8val,q66,"Genetic modification is a force for good, even on humans.",v10,N,A,SA,A,A,N,D
8val,q67,We should open our borders to immigration.,v10,D,A,D,A,D,N,D
8val,q68,Governments should be as concerned about foreigners as they are about their own citizens.,v10,D,A,SD,A,D,SA,D
8val,q69,All people - regardless of factors like culture or sexuality - should be treated equally.,v10,SA,SA,SA,SA,SA,SA,SA
8val,q70,It is important that we further my group's goals above all others.,v10,SD,D,SD,SD,D,D,D
8val,q1,Oppression by corporations is more of a concern than oppression by governments.,v2,A,A,SD,A,A,N,D
8val,q2,It is necessary for the government to intervene in the economy to protect consumers.,v2,A,SA,A,SA,A,N,A
8val,q3,"The freer the markets, the freer the people.",v2,A,A,SA,SA,A,N,A
8val,q4,It is better to maintain a balanced budget than to ensure welfare for all citizens.,v2,SD,D,SA,D,D,N,D
8val,q5,Publicly-funded research is more beneficial to the people than leaving it to the market.,v2,A,SA,D,SA,SA,N,A
8val,q6,Tariffs on international trade are important to encourage local production.,v2,A,A,A,A,A,N,A
8val,q7,"From each according to his ability, to each according to his needs.",v2,A,N,SD,SA,SA,N,A
8val,q8,It would be best if social programs were abolished in favor of private charity.,v2,SD,SD,D,SD,SD,N,D
8val,q9,Taxes should be increased on the rich to provide for the poor.,v2,A,SA,D,SA,A,N,A
8val,q10,Inheritance is a legitimate form of wealth.,v2,A,A,SA,A,SA,N,A
8val,q11,Basic utilities like roads and electricity should be publicly owned.,v2,A,A,SD,SA,A,N,A
8val,q12,Government intervention is a threat to the economy.,v2,D,D,A,D,D,N,D
8val,q13,Those with a greater ability to pay should receive better healthcare.,v2,SD,D,D,D,SD,D,SD
8val,q14,Quality education is a right of all people.,v2,SA,SA,SA,SA,SA,SA,SA
8val,q15,The means of production should belong to the workers who use them.,v2,A,SA,D,SA,A,N,A
8val,q16,The United Nations should be abolished.,v2,SD,SD,D,SD,D,N,SD
8val,q17,Military action by our nation is often necessary to protect it.,v2,A,A,A,A,A,N,A
8val,q18,"I support regional unions, such as the European Union.",v2,A,A,A,SA,A,N,A
8val,q19,It is important to maintain our national sovereignty.,v2,SA,SA,SA,SA,SA,N,A
8val,q20,A united world government would be beneficial to mankind.,v2,SD,A,D,D,A,N,A
8val,q21,It is more important to retain peaceful relations than to further our strength.,v2,A,A,D,A,A,N,D
8val,q22,Wars do not need to be justified to other countries.,v2,D,D,D,SD,D,D,D
8val,q23,Military spending is a waste of money.,v2,D,D,SD,D,D,N,D
8val,q24,International aid is a waste of money.,v2,SD,D,D,D,D,N,D
8val,q25,My nation is great.,v2,N,SA,A,A,N,N,A
8val,q26,Research should be conducted on an international scale.,v2,SA,SA,SA,SA,SA,A,A
8val,q27,Governments should be accountable to the international community.,v2,A,SA,SD,SA,A,A,A
8val,q28,"Even when protesting an authoritarian government, violence is not acceptable.",v2,A,SA,D,SA,A,N,A
8val,q29,My religious values should be spread as much as possible.,v2,SD,A,SD,D,N,N,D
8val,q30,Our nation's values should be spread as much as possible.,v2,D,A,D,A,D,N,A
8val,q31,It is very important to maintain law and order.,v2,SA,SA,SA,SA,SA,N,A
8val,q32,The general populace makes poor decisions.,v2,D,A,A,D,D,N,A
8val,q33,Physician-assisted suicide should be legal.,v2,A,A,SA,SA,A,N,A
8val,q34,The sacrifice of some civil liberties is necessary to protect us from acts of terrorism.,v2,D,A,D,A,D,N,A
8val,q35,Government surveillance is necessary in the modern world.,v2,D,A,D,A,A,N,A
8val,q36,The very existence of the state is a threat to our liberty.,v2,A,A,D,D,D,N,A
8val,q37,"Regardless of political opinions, it is important to side with your country.",v2,D,A,SD,A,D,N,A
8val,q38,All authority should be questioned.,v2,SA,A,SA,A,A,N,A
8val,q39,A hierarchical state is best.,v2,SD,D,D,D,D,N,D
8val,q40,"It is important that the government follows the majority opinion, even if it is wrong.",v2,SD,D,SD,D,D,D,D
8val,q41,"The stronger the leadership, the better.",v2,D,A,D,A,D,N,D
8val,q42,Democracy is more than a decision-making process.,v2,SA,SA,SA,SA,SA,A,A
8val,q43,Environmental regulations are essential.,v2,SA,SA,A,SA,SA,A,A
8val,q44,"A better world will come from automation, science, and technology.",v2,A,A,SA,SA,A,A,A
8val,q45,Children should be educated in religious or traditional values.,v2,N,A,D,A,D,N,A
8val,q46,Traditions are of no value on their own.,v2,SD,D,SD,D,D,N,D
8val,q47,Religion should play a role in government.,v2,SD,N,SD,D,D,N,D
8val,q48,Churches should be taxed the same way other institutions are taxed.,v2,SA,A,A,A,A,N,D
8val,q49,Climate change is currently one of the greatest threats to our way of life.,v2,SA,SA,A,SA,SA,A,A
8val,q50,It is important that we work as a united world to combat climate change.,v2,SA,SA,SA,SA,SA,SA,SA
8val,q51,Society was better many years ago than it is now.,v2,D,D,SD,D,D,N,A
8val,q52,It is important that we maintain the traditions of our past.,v2,A,A,A,A,A,N,A
8val,q53,"It is important that we think in the long term, beyond our lifespans.",v2,SA,SA,SA,SA,SA,A,A
8val,q54,Reason is more important than maintaining our culture.,v2,A,A,SA,D,N,N,D
8val,q55,Drug use should be legalized or decriminalized.,v2,A,A,SA,A,A,N,D
8val,q56,Same-sex marriage should be legal.,v2,SA,SA,SA,SA,SA,A,A
8val,q57,No cultures are superior to others.,v2,SA,SA,SD,SA,A,A,A
8val,q58,Sex outside marriage is immoral.,v2,SD,D,SD,N,D,N,D
8val,q59,"If we accept migrants at all, it is important that they assimilate into our culture.",v2,A,A,SA,A,A,N,A
8val,q60,Abortion should be prohibited in most or all cases.,v2,D,SD,SD,SD,D,N,D
8val,q61,Gun ownership should be prohibited for those without a valid reason.,v2,A,A,SD,A,A,N,A
8val,q62,"I support single-payer, universal healthcare.",v2,A,SA,D,SA,SA,N,A
8val,q63,Prostitution should be illegal.,v2,D,D,SD,D,D,N,D
8val,q64,Maintaining family values is essential.,v2,SA,SA,SA,SA,A,N,A
8val,q65,To chase progress at all costs is dangerous.,v2,SA,SA,SA,A,A,A,A
8val,q66,"Genetic modification is a force for good, even on humans.",v2,N,A,SA,N,A,N,D
8val,q67,We should open our borders to immigration.,v2,D,A,SD,A,D,N,A
8val,q68,Governments should be as concerned about foreigners as they are about their own citizens.,v2,A,A,SD,D,D,N,D
8val,q69,All people - regardless of factors like culture or sexuality - should be treated equally.,v2,SA,SA,SA,SA,SA,SA,SA
8val,q70,It is important that we further my group's goals above all others.,v2,SD,D,SD,D,SD,D,D
8val,q1,Oppression by corporations is more of a concern than oppression by governments.,v3,D,A,SD,A,A,N,D
8val,q2,It is necessary for the government to intervene in the economy to protect consumers.,v3,A,SA,D,SA,A,N,A
8val,q3,"The freer the markets, the freer the people.",v3,D,A,SA,SA,A,N,A
8val,q4,It is better to maintain a balanced budget than to ensure welfare for all citizens.,v3,SD,D,A,D,D,N,D
8val,q5,Publicly-funded research is more beneficial to the people than leaving it to the market.,v3,A,SA,D,SA,A,N,A
8val,q6,Tariffs on international trade are important to encourage local production.,v3,A,A,D,A,N,N,A
8val,q7,"From each according to his ability, to each according to his needs.",v3,N,N,SD,SA,SD,N,A
8val,q8,It would be best if social programs were abolished in favor of private charity.,v3,SD,SD,A,SD,SD,N,D
8val,q9,Taxes should be increased on the rich to provide for the poor.,v3,A,SA,SD,SA,A,N,A
8val,q10,Inheritance is a legitimate form of wealth.,v3,SA,A,SA,A,A,A,A
8val,q11,Basic utilities like roads and electricity should be publicly owned.,v3,A,A,D,SA,SA,N,A
8val,q12,Government intervention is a threat to the economy.,v3,N,A,A,D,D,N,D
8val,q13,Those with a greater ability to pay should receive better healthcare.,v3,SD,A,D,SD,SD,D,SD
8val,q14,Quality education is a right of all people.,v3,SA,SA,SA,SA,SA,SA,SA
8val,q15,The means of production should belong to the workers who use them.,v3,SA,SA,D,SA,A,N,A
8val,q16,The United Nations should be abolished.,v3,SD,SD,D,SD,D,D,SD
8val,q17,Military action by our nation is often necessary to protect it.,v3,A,A,A,A,N,N,D
8val,q18,"I support regional unions, such as the European Union.",v3,A,A,N,SA,A,N,A
8val,q19,It is important to maintain our national sovereignty.,v3,SA,SA,SA,SA,SA,N,A
8val,q20,A united world government would be beneficial to mankind.,v3,D,A,D,D,A,N,A
8val,q21,It is more important to retain peaceful relations than to further our strength.,v3,A,A,D,A,A,N,A
8val,q22,Wars do not need to be justified to other countries.,v3,SD,D,SA,SD,D,D,D
8val,q23,Military spending is a waste of money.,v3,SD,D,SD,D,D,N,D
8val,q24,International aid is a waste of money.,v3,SD,D,D,D,D,N,D
8val,q25,My nation is great.,v3,N,SA,SA,A,A,N,A
8val,q26,Research should be conducted on an international scale.,v3,SA,SA,SA,SA,SA,A,A
8val,q27,Governments should be accountable to the international community.,v3,A,SA,D,A,A,A,A
8val,q28,"Even when protesting an authoritarian government, violence is not acceptable.",v3,SA,SA,D,SA,A,N,A
8val,q29,My religious values should be spread as much as possible.,v3,SD,A,SD,D,D,N,D
8val,q30,Our nation's values should be spread as much as possible.,v3,D,A,D,A,D,N,A
8val,q31,It is very important to maintain law and order.,v3,SA,SA,SA,SA,SA,A,A
8val,q32,The general populace makes poor decisions.,v3,A,A,A,D,D,N,A
8val,q33,Physician-assisted suicide should be legal.,v3,A,A,SA,SA,A,N,A
8val,q34,The sacrifice of some civil liberties is necessary to protect us from acts of terrorism.,v3,D,A,D,A,D,N,A
8val,q35,Government surveillance is necessary in the modern world.,v3,D,A,D,A,A,N,A
8val,q36,The very existence of the state is a threat to our liberty.,v3,A,A,D,D,D,N,D
8val,q37,"Regardless of political opinions, it is important to side with your country.",v3,D,A,D,A,D,N,A
8val,q38,All authority should be questioned.,v3,SA,SA,SA,SA,A,N,A
8val,q39,A hierarchical state is best.,v3,SD,D,D,D,D,N,D
8val,q40,"It is important that the government follows the majority opinion, even if it is wrong.",v3,SD,D,SD,D,D,D,D
8val,q41,"The stronger the leadership, the better.",v3,D,A,D,A,D,N,A
8val,q42,Democracy is more than a decision-making process.,v3,SA,SA,SA,SA,SA,A,A
8val,q43,Environmental regulations are essential.,v3,SA,SA,A,SA,SA,A,A
8val,q44,"A better world will come from automation, science, and technology.",v3,A,SA,SA,SA,A,N,A
8val,q45,Children should be educated in religious or traditional values.,v3,A,A,D,A,D,N,A
8val,q46,Traditions are of no value on their own.,v3,SD,D,SD,D,D,N,D
8val,q47,Religion should play a role in government.,v3,SD,N,SD,D,D,N,D
8val,q48,Churches should be taxed the same way other institutions are taxed.,v3,SA,A,A,A,A,N,A
8val,q49,Climate change is currently one of the greatest threats to our way of life.,v3,SA,SA,A,SA,SA,SA,A
8val,q50,It is important that we work as a united world to combat climate change.,v3,SA,SA,SA,SA,SA,SA,SA
8val,q51,Society was better many years ago than it is now.,v3,D,D,D,D,D,N,D
8val,q52,It is important that we maintain the traditions of our past.,v3,A,A,A,A,A,N,A
8val,q53,"It is important that we think in the long term, beyond our lifespans.",v3,SA,SA,SA,SA,SA,A,A
8val,q54,Reason is more important than maintaining our culture.,v3,N,A,SA,D,N,N,D
8val,q55,Drug use should be legalized or decriminalized.,v3,A,A,SA,A,A,N,D
8val,q56,Same-sex marriage should be legal.,v3,SA,SA,SA,SA,SA,A,A
8val,q57,No cultures are superior to others.,v3,SD,A,SD,SA,A,A,A
8val,q58,Sex outside marriage is immoral.,v3,SD,D,SD,N,D,N,D
8val,q59,"If we accept migrants at all, it is important that they assimilate into our culture.",v3,A,A,SA,A,A,N,A
8val,q60,Abortion should be prohibited in most or all cases.,v3,SD,SD,SD,SD,SD,N,D
8val,q61,Gun ownership should be prohibited for those without a valid reason.,v3,A,A,SD,A,A,N,A
8val,q62,"I support single-payer, universal healthcare.",v3,A,SA,A,SA,SA,N,A
8val,q63,Prostitution should be illegal.,v3,D,D,SD,D,D,N,D
8val,q64,Maintaining family values is essential.,v3,SA,SA,SA,SA,SA,N,A
8val,q65,To chase progress at all costs is dangerous.,v3,SA,SA,SA,A,A,A,A
8val,q66,"Genetic modification is a force for good, even on humans.",v3,N,A,SA,N,A,N,D
8val,q67,We should open our borders to immigration.,v3,N,A,SD,A,A,N,D
8val,q68,Governments should be as concerned about foreigners as they are about their own citizens.,v3,A,A,SD,D,D,A,D
8val,q69,All people - regardless of factors like culture or sexuality - should be treated equally.,v3,SA,SA,SA,SA,SA,SA,SA
8val,q70,It is important that we further my group's goals above all others.,v3,SD,D,SD,SD,D,D,D
8val,q1,Oppression by corporations is more of a concern than oppression by governments.,v4,N,A,SD,A,A,N,D
8val,q2,It is necessary for the government to intervene in the economy to protect consumers.,v4,A,SA,N,SA,A,N,A
8val,q3,"The freer the markets, the freer the people.",v4,A,A,SA,SA,A,N,A
8val,q4,It is better to maintain a balanced budget than to ensure welfare for all citizens.,v4,SD,D,A,D,D,N,D
8val,q5,Publicly-funded research is more beneficial to the people than leaving it to the market.,v4,A,SA,D,SA,A,N,A
8val,q6,Tariffs on international trade are important to encourage local production.,v4,A,A,D,A,D,N,A
8val,q7,"From each according to his ability, to each according to his needs.",v4,N,N,SD,SA,SA,N,A
8val,q8,It would be best if social programs were abolished in favor of private charity.,v4,SD,SD,D,SD,SD,N,D
8val,q9,Taxes should be increased on the rich to provide for the poor.,v4,A,SA,D,SA,A,N,A
8val,q10,Inheritance is a legitimate form of wealth.,v4,A,A,SA,A,N,A,A
8val,q11,Basic utilities like roads and electricity should be publicly owned.,v4,A,A,D,SA,A,N,A
8val,q12,Government intervention is a threat to the economy.,v4,N,A,N,D,D,N,D
8val,q13,Those with a greater ability to pay should receive better healthcare.,v4,SD,A,A,D,SD,D,SD
8val,q14,Quality education is a right of all people.,v4,SA,SA,SA,SA,SA,A,SA
8val,q15,The means of production should belong to the workers who use them.,v4,SA,SA,SD,SA,SA,N,A
8val,q16,The United Nations should be abolished.,v4,SD,SD,D,SD,D,D,D
8val,q17,Military action by our nation is often necessary to protect it.,v4,A,A,A,A,A,N,D
8val,q18,"I support regional unions, such as the European Union.",v4,A,A,A,SA,A,N,A
8val,q19,It is important to maintain our national sovereignty.,v4,SA,SA,SA,SA,SA,A,A
8val,q20,A united world government would be beneficial to mankind.,v4,D,A,D,N,A,N,A
8val,q21,It is more important to retain peaceful relations than to further our strength.,v4,A,A,D,A,A,N,D
8val,q22,Wars do not need to be justified to other countries.,v4,SD,D,D,SD,D,D,D
8val,q23,Military spending is a waste of money.,v4,SD,D,SD,D,D,N,D
8val,q24,International aid is a waste of money.,v4,SD,D,D,D,D,N,D
8val,q25,My nation is great.,v4,N,A,A,N,A,N,A
8val,q26,Research should be conducted on an international scale.,v4,SA,SA,SA,SA,SA,A,A
8val,q27,Governments should be accountable to the international community.,v4,A,SA,D,A,A,N,A
8val,q28,"Even when protesting an authoritarian government, violence is not acceptable.",v4,D,SA,D,SA,D,A,A
8val,q29,My religious values should be spread as much as possible.,v4,N,A,N,N,D,N,A
8val,q30,Our nation's values should be spread as much as possible.,v4,N,A,A,A,N,N,A
8val,q31,It is very important to maintain law and order.,v4,SA,SA,SA,SA,SA,A,A
8val,q32,The general populace makes poor decisions.,v4,A,A,A,D,D,N,A
8val,q33,Physician-assisted suicide should be legal.,v4,A,A,A,SA,A,N,A
8val,q34,The sacrifice of some civil liberties is necessary to protect us from acts of terrorism.,v4,D,A,D,A,N,N,A
8val,q35,Government surveillance is necessary in the modern world.,v4,N,A,D,A,A,N,A
8val,q36,The very existence of the state is a threat to our liberty.,v4,A,A,D,D,D,N,D
8val,q37,"Regardless of political opinions, it is important to side with your country.",v4,D,A,D,A,D,N,A
8val,q38,All authority should be questioned.,v4,SA,SA,SA,SA,A,A,A
8val,q39,A hierarchical state is best.,v4,D,D,SD,D,D,D,D
8val,q40,"It is important that the government follows the majority opinion, even if it is wrong.",v4,SD,D,SD,D,D,D,D
8val,q41,"The stronger the leadership, the better.",v4,SD,A,D,A,D,N,A
8val,q42,Democracy is more than a decision-making process.,v4,SA,SA,SA,SA,SA,A,A
8val,q43,Environmental regulations are essential.,v4,SA,SA,SA,SA,SA,A,A
8val,q44,"A better world will come from automation, science, and technology.",v4,A,SA,SA,SA,A,A,A
8val,q45,Children should be educated in religious or traditional values.,v4,N,A,D,N,N,N,A
