test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
saply,q20,Society requires structure and bureaucracy in order to function.,v6,A,A,A,SA,A,N,A
saply,q21,Mandatory IDs should be used to ensure public safety.,v6,N,A,D,A,D,N,A
saply,q22,"In times of crisis, safety becomes more important than civil liberties.",v6,D,A,SD,A,A,N,A
saply,q23,"If you have nothing to hide, you have nothing to fear.",v6,D,D,SD,D,D,D,D
saply,q24,The government should be less involved in the day to day life of its citizens.,v6,A,A,SA,SA,A,N,A
saply,q25,"Without democracy, a society is nothing.",v6,D,SA,SD,D,D,D,A
saply,q26,Jury nullification should be legal.,v6,A,A,SA,A,A,N,A
saply,q27,"The smaller the government, the freer the people.",v6,N,A,A,A,D,N,A
saply,q28,"The government should, at most, provide emergency services and law enforcement.",v6,SD,D,A,D,D,N,D
saply,q29,"The police were not created to protect the people, but to uphold the status quo by force.",v6,A,A,D,A,A,N,D
saply,q30,State schools are a bad idea because our state shouldn't be influencing our children.,v6,D,D,D,SD,D,N,D
