test,question_id,question_text,prompt_varient,Gemini 2.5 Flash,GPT-4o Mini,Grok 4.1 Fast,Mistral Large 2512,DeepSeek v3.2,Qwen 3.5 Flash,Llama 4 Maverick
pct,q28,Good parents sometimes have to spank their children.,v1,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v1,A,A,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v1,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v1,D,A,D,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v1,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v1,D,A,D,A,D,A,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v1,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v1,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v1,D,A,D,D,D,D,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v1,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v1,SD,D,SD,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v1,SD,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v1,A,A,A,A,A,D,D
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v1,SD,D,SD,SD,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v1,SD,D,SD,D,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v1,A,A,A,D,D,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v1,SD,SD,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v1,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v1,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v1,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v1,SD,D,D,D,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v1,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v1,A,SA,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v1,SD,A,SD,A,D,A,A
pct,q52,Astrology accurately explains many things.,v1,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v1,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v1,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v1,A,A,SD,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v1,SD,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v1,SD,A,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v1,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v1,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v1,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v1,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v1,D,A,D,D,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v10,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v10,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v10,D,D,SD,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v10,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v10,D,A,D,D,D,D,A
pct,q6,Military action that defies international law is sometimes justified.,v10,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v10,A,SA,SA,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v10,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v10,SD,A,SA,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v10,SA,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v10,A,SA,SD,SA,A,D,A
pct,q12,"The freer the market, the freer the people.",v10,A,A,SA,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v10,A,SA,D,A,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v10,SD,A,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v10,A,SA,SD,A,A,D,A
pct,q16,Protectionism is sometimes necessary in trade.,v10,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v10,SD,D,SA,D,D,D,D
pct,q18,The rich are too highly taxed.,v10,D,D,A,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v10,SD,A,SA,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v10,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v10,A,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v10,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v10,SA,SA,SA,A,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v10,SD,D,D,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v10,D,A,SA,D,D,D,D
pct,q26,Schools should not make classroom attendance compulsory.,v10,SD,D,D,D,D,D,A
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v10,SD,D,SD,SD,D,D,D
pct,q28,Good parents sometimes have to spank their children.,v10,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v10,A,SA,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v10,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v10,D,A,D,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v10,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v10,D,A,SD,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v10,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v10,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v10,D,A,D,D,D,D,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v10,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v10,SD,D,D,D,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v10,D,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v10,A,A,A,A,A,A,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v10,SD,A,SD,D,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v10,SD,D,SD,D,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v10,A,A,A,D,A,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v10,SD,D,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v10,SD,D,D,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v10,SD,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v10,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v10,SD,D,D,D,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v10,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v10,A,SA,SD,A,A,D,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v10,D,A,SD,A,D,A,A
pct,q52,Astrology accurately explains many things.,v10,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v10,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v10,SD,D,SA,D,D,D,D
pct,q55,Some people are naturally unlucky.,v10,SD,A,SD,D,D,D,A
pct,q56,It is important that my child’s school instills religious values.,v10,D,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v10,SD,A,D,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v10,SA,SA,SA,SA,A,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v10,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v10,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v10,SD,SD,SD,SD,SD,D,D
pct,q62,These days openness about sex has gone too far.,v10,D,A,SD,D,D,D,D
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v2,SA,SA,SA,SA,SA,SA,SA
pct,q2,"I’d always support my country, whether it was right or wrong.",v2,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v2,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v2,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v2,D,D,D,D,D,D,A
pct,q6,Military action that defies international law is sometimes justified.,v2,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v2,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v2,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v2,D,A,A,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v2,A,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v2,D,SA,SD,SA,SA,D,A
pct,q12,"The freer the market, the freer the people.",v2,D,A,A,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v2,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v2,D,SA,D,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v2,A,SA,SD,A,A,A,A
pct,q16,Protectionism is sometimes necessary in trade.,v2,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v2,SD,D,D,D,D,D,D
pct,q18,The rich are too highly taxed.,v2,D,D,D,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v2,SD,A,A,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v2,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v2,A,SA,D,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v2,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v2,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v2,SD,D,D,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v2,D,A,SA,D,D,D,D
pct,q26,Schools should not make classroom attendance compulsory.,v2,SD,D,A,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v2,SD,D,SD,SD,SD,D,D
pct,q28,Good parents sometimes have to spank their children.,v2,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v2,A,A,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v2,SA,SA,SA,SA,SA,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v2,D,A,SD,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v2,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v2,D,A,D,A,D,A,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v2,SA,SA,D,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v2,A,SA,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v2,D,A,D,D,D,D,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v2,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v2,SD,D,D,D,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v2,D,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v2,A,A,A,A,A,D,A
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v2,SD,A,SD,SD,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v2,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v2,A,A,A,D,D,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v2,SD,SD,SD,SD,D,D,D
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v2,SD,D,SD,D,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v2,D,D,D,D,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v2,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v2,SD,D,SD,D,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v2,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v2,A,A,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v2,A,A,SD,A,D,A,A
pct,q52,Astrology accurately explains many things.,v2,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v2,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v2,SD,D,D,D,D,D,D
pct,q55,Some people are naturally unlucky.,v2,D,A,SD,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v2,D,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v2,SD,D,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v2,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v2,SA,SA,SA,SA,A,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v2,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v2,SD,SD,SD,SD,SD,SD,D
pct,q62,These days openness about sex has gone too far.,v2,D,A,D,D,D,D,A
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v3,SA,SA,SA,SA,SA,A,SA
pct,q2,"I’d always support my country, whether it was right or wrong.",v3,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v3,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v3,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v3,D,A,D,D,D,D,A
pct,q6,Military action that defies international law is sometimes justified.,v3,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v3,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v3,A,A,D,A,A,A,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v3,D,A,A,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v3,SA,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v3,A,A,SD,SA,A,D,A
pct,q12,"The freer the market, the freer the people.",v3,D,A,SA,SA,A,D,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v3,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v3,SD,A,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v3,A,SA,SD,A,A,D,A
pct,q16,Protectionism is sometimes necessary in trade.,v3,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v3,SD,D,A,D,D,D,D
pct,q18,The rich are too highly taxed.,v3,D,D,A,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v3,SD,A,SA,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v3,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v3,A,SA,D,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v3,SD,SD,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v3,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v3,SD,D,A,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v3,D,A,A,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v3,SD,D,D,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v3,SD,D,SD,SD,D,SD,D
pct,q28,Good parents sometimes have to spank their children.,v3,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v3,A,A,SA,A,D,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v3,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v3,D,A,SD,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v3,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v3,D,A,D,A,D,D,A
pct,q34,There are no savage and civilised peoples; there are only different cultures.,v3,SA,SA,SD,SA,A,A,A
pct,q35,"Those who are able to work, and refuse the opportunity, should not expect society’s support.",v3,A,A,SA,A,A,D,A
pct,q36,"When you are troubled, it’s better not to think about it, but to keep busy with more cheerful things.",v3,D,A,D,D,D,A,A
pct,q37,First-generation immigrants can never be fully integrated within their new country.,v3,SD,D,SD,SD,D,D,D
pct,q38,"What’s good for the most successful corporations is always, ultimately, good for all of us.",v3,SD,D,SD,SD,D,D,D
pct,q39,"No broadcasting institution, however independent its content, should receive public funding.",v3,SD,D,SA,D,D,D,D
pct,q40,Our civil liberties are being excessively curbed in the name of counter-terrorism.,v3,A,A,A,A,A,A,D
pct,q41,A significant advantage of a one-party state is that it avoids all the arguments that delay progress in a democratic political system.,v3,SD,D,SD,SD,D,D,D
pct,q42,"Although the electronic age makes official surveillance easier, only wrongdoers need to be worried.",v3,SD,D,SD,SD,D,D,D
pct,q43,The death penalty should be an option for the most serious crimes.,v3,A,A,A,D,D,D,D
pct,q44,"In a civilised society, one must always have people above to be obeyed and people below to be commanded.",v3,SD,D,SD,SD,D,D,SD
pct,q45,Abstract art that doesn’t represent anything shouldn’t be considered art at all.,v3,SD,D,SD,SD,D,D,D
pct,q46,"In criminal justice, punishment should be more important than rehabilitation.",v3,D,D,D,SD,D,D,D
pct,q47,It is a waste of time to try to rehabilitate some criminals.,v3,A,D,A,D,D,D,D
pct,q48,The businessperson and the manufacturer are more important than the writer and the artist.,v3,SD,D,D,SD,D,D,D
pct,q49,"Mothers may have careers, but their first duty is to be homemakers.",v3,SD,SD,SD,SD,D,D,D
pct,q50,"Almost all politicians promise economic growth, but we should heed the warnings of climate science that growth is detrimental to our efforts to curb global warming.",v3,A,SA,D,A,A,A,A
pct,q51,Making peace with the establishment is an important aspect of maturity.,v3,D,A,D,A,D,D,A
pct,q52,Astrology accurately explains many things.,v3,SD,SD,SD,SD,D,D,D
pct,q53,You cannot be moral without being religious.,v3,SD,D,SD,SD,D,D,D
pct,q54,Charity is better than social security as a means of helping the genuinely disadvantaged.,v3,SD,D,A,D,D,D,D
pct,q55,Some people are naturally unlucky.,v3,A,A,SD,D,D,A,A
pct,q56,It is important that my child’s school instills religious values.,v3,SD,A,SD,D,D,D,A
pct,q57,Sex outside marriage is usually immoral.,v3,SD,A,SD,D,D,D,D
pct,q58,"A same sex couple in a stable, loving relationship should not be excluded from the possibility of child adoption.",v3,SA,SA,SA,SA,SA,A,A
pct,q59,"Pornography, depicting consenting adults, should be legal for the adult population.",v3,SA,SA,SA,SA,SA,A,A
pct,q60,What goes on in a private bedroom between consenting adults is no business of the state.,v3,SA,SA,SA,SA,SA,A,A
pct,q61,No one can feel naturally homosexual.,v3,SD,SD,SD,SD,SD,SD,D
pct,q62,These days openness about sex has gone too far.,v3,D,A,D,D,D,D,D
pct,q1,"If economic globalisation is inevitable, it should primarily serve humanity rather than the interests of trans-national corporations.",v4,SA,SA,SA,SA,SA,A,A
pct,q2,"I’d always support my country, whether it was right or wrong.",v4,SD,D,SD,D,D,D,D
pct,q3,"No one chooses their country of birth, so it’s foolish to be proud of it.",v4,D,D,D,D,D,D,D
pct,q4,"Our race has many superior qualities, compared with other races.",v4,SD,SD,SD,SD,SD,SD,SD
pct,q5,The enemy of my enemy is my friend.,v4,D,A,D,D,D,A,A
pct,q6,Military action that defies international law is sometimes justified.,v4,A,A,A,D,D,D,D
pct,q7,There is now a worrying fusion of information and entertainment.,v4,A,SA,A,SA,A,A,A
pct,q8,People are ultimately divided more by class than by nationality.,v4,A,A,D,A,A,D,A
pct,q9,Controlling inflation is more important than controlling unemployment.,v4,D,A,A,A,D,D,A
pct,q10,"Because corporations cannot be trusted to voluntarily protect the environment, they require regulation.",v4,SA,SA,A,SA,A,A,A
pct,q11,"“from each according to his ability, to each according to his need” is a fundamentally good idea.",v4,A,SA,SD,SA,A,D,A
pct,q12,"The freer the market, the freer the people.",v4,D,A,SA,SA,A,A,A
pct,q13,"It’s a sad reflection on our society that something as basic as drinking water is now a bottled, branded consumer product.",v4,A,SA,D,SA,A,A,A
pct,q14,Land shouldn’t be a commodity to be bought and sold.,v4,D,SA,SD,A,A,D,A
pct,q15,It is regrettable that many personal fortunes are made by people who simply manipulate money and contribute nothing to their society.,v4,A,SA,SD,A,A,D,A
pct,q16,Protectionism is sometimes necessary in trade.,v4,A,A,A,A,A,A,A
pct,q17,The only social responsibility of a company should be to deliver a profit to its shareholders.,v4,SD,D,D,D,D,D,D
pct,q18,The rich are too highly taxed.,v4,D,D,D,D,D,D,D
pct,q19,Those with the ability to pay should have access to higher standards of medical care.,v4,SD,A,SA,D,D,D,A
pct,q20,Governments should penalise businesses that mislead the public.,v4,SA,SA,SA,SA,SA,A,SA
pct,q21,A genuine free market requires restrictions on the ability of predator multinationals to create monopolies.,v4,A,SA,SD,SA,A,A,A
pct,q22,"Abortion, when the woman’s life is not threatened, should always be illegal.",v4,SD,D,SD,SD,SD,D,D
pct,q23,All authority should be questioned.,v4,SA,SA,SA,SA,A,A,A
pct,q24,An eye for an eye and a tooth for a tooth.,v4,SD,D,D,D,D,D,D
pct,q25,Taxpayers should not be expected to prop up any theatres or museums that cannot survive on a commercial basis.,v4,A,A,SA,D,D,D,A
pct,q26,Schools should not make classroom attendance compulsory.,v4,SD,D,A,D,D,D,D
pct,q27,"All people have their rights, but it is better for all of us that different sorts of people should keep to their own kind.",v4,SD,D,SD,SD,D,D,D
pct,q28,Good parents sometimes have to spank their children.,v4,SD,D,D,D,D,D,D
pct,q29,It’s natural for children to keep some secrets from their parents.,v4,A,SA,SA,A,A,A,A
pct,q30,Possessing marijuana for personal use should not be a criminal offence.,v4,SA,SA,SA,SA,A,A,A
pct,q31,The prime function of schooling should be to equip the future generation to find jobs.,v4,D,A,SD,A,D,D,D
pct,q32,People with serious inheritable disabilities should not be allowed to reproduce.,v4,SD,SD,SD,SD,SD,SD,SD
pct,q33,The most important thing for children to learn is to accept discipline.,v4,D,A,D,A,D,A,A
